File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF550DPX	tsv	tsv		gene quantifications	mm10	ENCSR508GWZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-05-03	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF654GTF/	11887924	ENCODE Processing Pipeline	09dbc5c29e90206ae95bfd541e14946f		https://www.encodeproject.org/files/ENCFF550DPX/@@download/ENCFF550DPX.tsv	M21			released	s3://encode-public/2021/03/15/b83a43cc-5528-43a5-8e3a-e6e5eb39f051/ENCFF550DPX.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/b83a43cc-5528-43a5-8e3a-e6e5eb39f051/ENCFF550DPX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF046OKC	bigWig	bigWig		signal of unique reads	mm10	ENCSR921PRX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF160VGK/, /files/mm10_no_alt.chrom.sizes/	208199299	ENCODE Processing Pipeline	8e53df240584678414a9c336d77a20ca		https://www.encodeproject.org/files/ENCFF046OKC/@@download/ENCFF046OKC.bigWig	M21			released	s3://encode-public/2021/03/24/c5d8192e-840b-4148-b893-382053c38f6b/ENCFF046OKC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/c5d8192e-840b-4148-b893-382053c38f6b/ENCFF046OKC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF960KJV	tsv	tsv		gene quantifications	mm10	ENCSR921PRX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF833QHR/	11889214	ENCODE Processing Pipeline	704c74ec5a9627ea2cf5876029c42182		https://www.encodeproject.org/files/ENCFF960KJV/@@download/ENCFF960KJV.tsv	M21			released	s3://encode-public/2021/03/24/9a278a1c-b987-4851-92b0-65abd208f58a/ENCFF960KJV.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/9a278a1c-b987-4851-92b0-65abd208f58a/ENCFF960KJV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF162QMG	bigWig	bigWig		signal of unique reads	mm10	ENCSR826HIQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF648VDY/	128500828	ENCODE Processing Pipeline	81cebc3eb8e9086f4c9447b505bf440c		https://www.encodeproject.org/files/ENCFF162QMG/@@download/ENCFF162QMG.bigWig	M21			released	s3://encode-public/2021/03/15/62331f32-d3f8-42ae-9d66-cd89be8721fa/ENCFF162QMG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/62331f32-d3f8-42ae-9d66-cd89be8721fa/ENCFF162QMG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF620ZGA	tsv	tsv		gene quantifications	mm10	ENCSR826HIQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF855MSP/, /files/ENCFF363TFV/	11911041	ENCODE Processing Pipeline	969f8da145930ee2c9d96b0e133f8ab6		https://www.encodeproject.org/files/ENCFF620ZGA/@@download/ENCFF620ZGA.tsv	M21			released	s3://encode-public/2021/03/15/41e18020-9c4b-4e35-8f40-5b7aff3d8c42/ENCFF620ZGA.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/41e18020-9c4b-4e35-8f40-5b7aff3d8c42/ENCFF620ZGA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF264KWG	tsv	tsv		gene quantifications	mm10	ENCSR537GNQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF622VGQ/	11897556	ENCODE Processing Pipeline	faa246c5222497a56272c5b110069d1e		https://www.encodeproject.org/files/ENCFF264KWG/@@download/ENCFF264KWG.tsv	M21			released	s3://encode-public/2021/03/15/3af0d917-5a83-421c-8daf-103551e5dc9c/ENCFF264KWG.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/3af0d917-5a83-421c-8daf-103551e5dc9c/ENCFF264KWG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF383BUV	bigWig	bigWig		signal of unique reads	mm10	ENCSR537GNQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF065GHQ/	164686598	ENCODE Processing Pipeline	9764f569de8c226b095e282a62a6a4b5		https://www.encodeproject.org/files/ENCFF383BUV/@@download/ENCFF383BUV.bigWig	M21			released	s3://encode-public/2021/03/15/0c0a4367-7b5d-4974-a4d5-9d403623153d/ENCFF383BUV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/0c0a4367-7b5d-4974-a4d5-9d403623153d/ENCFF383BUV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF996HMC	bigWig	bigWig		signal of unique reads	mm10	ENCSR611PTP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF683TTX/, /files/mm10_no_alt.chrom.sizes/	124264383	ENCODE Processing Pipeline	315bad6119310de05e10c28fa5dc2a44		https://www.encodeproject.org/files/ENCFF996HMC/@@download/ENCFF996HMC.bigWig	M21			released	s3://encode-public/2021/03/15/7ab4e27b-0480-4f1c-b7a4-6a1f929d919b/ENCFF996HMC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/7ab4e27b-0480-4f1c-b7a4-6a1f929d919b/ENCFF996HMC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF979TLF	tsv	tsv		gene quantifications	mm10	ENCSR611PTP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF634DHY/, /files/ENCFF363TFV/	11909615	ENCODE Processing Pipeline	8fd60eb0709a111c9da00329a95a8c71		https://www.encodeproject.org/files/ENCFF979TLF/@@download/ENCFF979TLF.tsv	M21			released	s3://encode-public/2021/03/15/c0a21902-b9a6-488a-b49b-d66fec184feb/ENCFF979TLF.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/c0a21902-b9a6-488a-b49b-d66fec184feb/ENCFF979TLF.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF406BLP	tsv	tsv		gene quantifications	mm10	ENCSR538WYL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF346SKI/	11881049	ENCODE Processing Pipeline	a15464f22a979a93c8d8d411d2070551		https://www.encodeproject.org/files/ENCFF406BLP/@@download/ENCFF406BLP.tsv	M21			released	s3://encode-public/2021/03/15/10a3aa40-a48b-41b4-8342-221468afbd1d/ENCFF406BLP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/10a3aa40-a48b-41b4-8342-221468afbd1d/ENCFF406BLP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF222WST	bigWig	bigWig		signal of unique reads	mm10	ENCSR538WYL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF777TMP/, /files/mm10_no_alt.chrom.sizes/	171119348	ENCODE Processing Pipeline	ef13a3d5f009d74f13a1a3915a43436c		https://www.encodeproject.org/files/ENCFF222WST/@@download/ENCFF222WST.bigWig	M21			released	s3://encode-public/2021/03/15/db0b4461-825b-45ff-9b1b-e37943982c5b/ENCFF222WST.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/db0b4461-825b-45ff-9b1b-e37943982c5b/ENCFF222WST.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF078POD	bigWig	bigWig		signal of unique reads	mm10	ENCSR943LKA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF400ONZ/	174492246	ENCODE Processing Pipeline	68ed392292c5504fd67c5bec2f4107c4		https://www.encodeproject.org/files/ENCFF078POD/@@download/ENCFF078POD.bigWig	M21			released	s3://encode-public/2021/03/24/2fb35f10-1d60-435f-8cae-74de8b5b6531/ENCFF078POD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/2fb35f10-1d60-435f-8cae-74de8b5b6531/ENCFF078POD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF997ZPU	tsv	tsv		gene quantifications	mm10	ENCSR943LKA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF781WWD/, /files/ENCFF363TFV/	11897607	ENCODE Processing Pipeline	a5771420dea63cfa72f833f5b01f5840		https://www.encodeproject.org/files/ENCFF997ZPU/@@download/ENCFF997ZPU.tsv	M21			released	s3://encode-public/2021/03/24/c82c648d-0885-4232-9a93-f9444e4ce2f2/ENCFF997ZPU.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/c82c648d-0885-4232-9a93-f9444e4ce2f2/ENCFF997ZPU.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF576XQC	bigWig	bigWig		signal of unique reads	mm10	ENCSR932TRU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000160	intestine	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF158GQD/, /files/mm10_no_alt.chrom.sizes/	170973210	ENCODE Processing Pipeline	0c74d5fdf351f6fa6bbdec210cc5a1d2		https://www.encodeproject.org/files/ENCFF576XQC/@@download/ENCFF576XQC.bigWig	M21			released	s3://encode-public/2021/03/24/005d6283-3b21-4903-8ced-81108ad7d7b2/ENCFF576XQC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/005d6283-3b21-4903-8ced-81108ad7d7b2/ENCFF576XQC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF609AAY	tsv	tsv		gene quantifications	mm10	ENCSR932TRU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000160	intestine	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF836KKF/	11887980	ENCODE Processing Pipeline	3d6d40ba292fbd32894ad9b4fe526b19		https://www.encodeproject.org/files/ENCFF609AAY/@@download/ENCFF609AAY.tsv	M21			released	s3://encode-public/2021/03/24/5ab80669-6c54-4497-83d5-03ddf01904b6/ENCFF609AAY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/5ab80669-6c54-4497-83d5-03ddf01904b6/ENCFF609AAY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF921TZJ	bigWig	bigWig		signal of unique reads	mm10	ENCSR597UZW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF928ETD/, /files/mm10_no_alt.chrom.sizes/	160204692	ENCODE Processing Pipeline	317d35665bc4573b55787e7224fca2cc		https://www.encodeproject.org/files/ENCFF921TZJ/@@download/ENCFF921TZJ.bigWig	M21			released	s3://encode-public/2021/03/15/328c4c4e-11bd-4b19-a339-d0beb8cf0b29/ENCFF921TZJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/328c4c4e-11bd-4b19-a339-d0beb8cf0b29/ENCFF921TZJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF868TGE	tsv	tsv		gene quantifications	mm10	ENCSR597UZW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF807GIW/, /files/ENCFF363TFV/	11899067	ENCODE Processing Pipeline	f247dbab885bb09469e1844d9b99fcd9		https://www.encodeproject.org/files/ENCFF868TGE/@@download/ENCFF868TGE.tsv	M21			released	s3://encode-public/2021/03/15/ce2d59e6-f52b-4ff0-8e9b-56ac1106e508/ENCFF868TGE.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/ce2d59e6-f52b-4ff0-8e9b-56ac1106e508/ENCFF868TGE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF224MAK	bigWig	bigWig		signal of unique reads	mm10	ENCSR457RRW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF653RJL/, /files/mm10_no_alt.chrom.sizes/	178360290	ENCODE Processing Pipeline	6a18a07a8ec46993b5cf423f1aa5f18a		https://www.encodeproject.org/files/ENCFF224MAK/@@download/ENCFF224MAK.bigWig	M21			released	s3://encode-public/2021/03/15/49e588ec-dc16-4ec4-aabd-7712db925192/ENCFF224MAK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/49e588ec-dc16-4ec4-aabd-7712db925192/ENCFF224MAK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF633HRL	tsv	tsv		gene quantifications	mm10	ENCSR457RRW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF083ECT/	11897887	ENCODE Processing Pipeline	9b57019b44f0acb342c0d60b4948200b		https://www.encodeproject.org/files/ENCFF633HRL/@@download/ENCFF633HRL.tsv	M21			released	s3://encode-public/2021/03/15/ec2623ed-0294-4c58-bb21-2345890e3b6a/ENCFF633HRL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/ec2623ed-0294-4c58-bb21-2345890e3b6a/ENCFF633HRL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF538OJZ	bigWig	bigWig		signal of unique reads	mm10	ENCSR946HWC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001134	skeletal muscle tissue	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF106FLX/	124905813	ENCODE Processing Pipeline	bbe445c58973febbaa521c3b76869e1c		https://www.encodeproject.org/files/ENCFF538OJZ/@@download/ENCFF538OJZ.bigWig	M21			released	s3://encode-public/2021/03/24/5216ec9b-a07c-4eea-a5d9-e7995a6f2645/ENCFF538OJZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/5216ec9b-a07c-4eea-a5d9-e7995a6f2645/ENCFF538OJZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF821NZN	tsv	tsv		gene quantifications	mm10	ENCSR946HWC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001134	skeletal muscle tissue	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF331QEB/, /files/ENCFF363TFV/	11894524	ENCODE Processing Pipeline	30d9b2d4094105cf063cd19f18bbc9fe		https://www.encodeproject.org/files/ENCFF821NZN/@@download/ENCFF821NZN.tsv	M21			released	s3://encode-public/2021/03/24/dee792e1-5e6c-48fd-827f-c31995d8f3f3/ENCFF821NZN.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/dee792e1-5e6c-48fd-827f-c31995d8f3f3/ENCFF821NZN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF715GSS	bigWig	bigWig		signal of unique reads	mm10	ENCSR049UJU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF719HZQ/, /files/mm10_no_alt.chrom.sizes/	187140262	ENCODE Processing Pipeline	3c05ab9513215b521a5ce543f5786af3		https://www.encodeproject.org/files/ENCFF715GSS/@@download/ENCFF715GSS.bigWig	M21			released	s3://encode-public/2021/03/15/1ff02367-f1dc-435c-9934-c382e362a2fb/ENCFF715GSS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/1ff02367-f1dc-435c-9934-c382e362a2fb/ENCFF715GSS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF770SOB	tsv	tsv		gene quantifications	mm10	ENCSR049UJU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF273SHI/, /files/ENCFF363TFV/	11902216	ENCODE Processing Pipeline	d6062117eac2d7b0798a01d1c54995da		https://www.encodeproject.org/files/ENCFF770SOB/@@download/ENCFF770SOB.tsv	M21			released	s3://encode-public/2021/03/15/8bb9a4c3-6760-4f4f-ac03-f6d82b4654d8/ENCFF770SOB.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/8bb9a4c3-6760-4f4f-ac03-f6d82b4654d8/ENCFF770SOB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF159DWP	tsv	tsv		gene quantifications	mm10	ENCSR691OPQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF440CJB/	11893961	ENCODE Processing Pipeline	b80a13c550966b2cf2960c8fd3a0706e		https://www.encodeproject.org/files/ENCFF159DWP/@@download/ENCFF159DWP.tsv	M21			released	s3://encode-public/2021/03/15/ee5b0539-a40d-44e4-9cc2-86a783d92883/ENCFF159DWP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/ee5b0539-a40d-44e4-9cc2-86a783d92883/ENCFF159DWP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF815URA	bigWig	bigWig		signal of unique reads	mm10	ENCSR691OPQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF077ZPD/	165163259	ENCODE Processing Pipeline	79f1182b9ce261f06e5ce51f66d8b6ad		https://www.encodeproject.org/files/ENCFF815URA/@@download/ENCFF815URA.bigWig	M21			released	s3://encode-public/2021/03/15/811f8f64-4bc5-4643-b137-81b0b7822bb6/ENCFF815URA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/811f8f64-4bc5-4643-b137-81b0b7822bb6/ENCFF815URA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF889VIN	tsv	tsv		gene quantifications	mm10	ENCSR968QHO	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF436AZF/	11902118	ENCODE Processing Pipeline	b6e0f5a1d7de896bf35c7c6a38c213c8		https://www.encodeproject.org/files/ENCFF889VIN/@@download/ENCFF889VIN.tsv	M21			released	s3://encode-public/2021/03/24/3c666485-c607-4256-a5ce-33c1f4dbf571/ENCFF889VIN.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/3c666485-c607-4256-a5ce-33c1f4dbf571/ENCFF889VIN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF333AEH	bigWig	bigWig		signal of unique reads	mm10	ENCSR968QHO	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2016-08-11	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF856OAC/	191201930	ENCODE Processing Pipeline	ec85c5293db19c1a2cb1b5904a04c1c4		https://www.encodeproject.org/files/ENCFF333AEH/@@download/ENCFF333AEH.bigWig	M21			released	s3://encode-public/2021/03/24/64c73c35-5cda-49e1-b68f-05fcc5f37979/ENCFF333AEH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/64c73c35-5cda-49e1-b68f-05fcc5f37979/ENCFF333AEH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
